full_path,relative_path,folder,extension,size_bytes,created_at,modified_at,line_count,include_count,declare_count,type_count,function_count,sub_count,const_count,first_nonempty,content_info
C:\Users\mete\Downloads\1\UXMv33\Emekliler\_UXM_EMEKLI\samples\sample_c64.bas,1\UXMv33\Emekliler\_UXM_EMEKLI\samples\sample_c64.bas,C:\Users\mete\Downloads\1\UXMv33\Emekliler\_UXM_EMEKLI\samples,.bas,58,2026-05-10 00:34:22,2026-05-10 03:49:12,3,0,0,0,0,0,0,"10 PRINT ""HELLO C64""",include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\1\UXMv33\Emekliler\_UXM_EMEKLI\samples\sample_qbasic.bas,1\UXMv33\Emekliler\_UXM_EMEKLI\samples\sample_qbasic.bas,C:\Users\mete\Downloads\1\UXMv33\Emekliler\_UXM_EMEKLI\samples,.bas,93,2026-05-10 00:34:22,2026-05-10 03:49:12,6,0,0,0,0,0,0,10 CLS,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\1\UXMv33\guncel_src\uxm\core\compiler\native\native_cli.bas,1\UXMv33\guncel_src\uxm\core\compiler\native\native_cli.bas,C:\Users\mete\Downloads\1\UXMv33\guncel_src\uxm\core\compiler\native,.bas,9814,2026-05-10 15:50:40,2026-05-10 22:25:38,272,0,0,0,4,4,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=4; sub=4; const=0
C:\Users\mete\Downloads\1\UXMv33\guncel_src\uxm\core\compiler\native\uxm31_compiler_fb.bas,1\UXMv33\guncel_src\uxm\core\compiler\native\uxm31_compiler_fb.bas,C:\Users\mete\Downloads\1\UXMv33\guncel_src\uxm\core\compiler\native,.bas,8807,2026-05-10 13:56:26,2026-05-10 22:25:38,210,9,59,0,0,0,75,"#Lang ""fb""",include=9; declare=59; type=0; function=0; sub=0; const=75
C:\Users\mete\Downloads\1\UXMv33\guncel_src\uxm\core\runtime\runtime_memory.bas,1\UXMv33\guncel_src\uxm\core\runtime\runtime_memory.bas,C:\Users\mete\Downloads\1\UXMv33\guncel_src\uxm\core\runtime,.bas,8352,2026-05-10 13:56:26,2026-05-10 22:25:38,365,0,0,0,19,11,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=19; sub=11; const=0
C:\Users\mete\Downloads\1\UXMv33\guncel_src\uxm\core\runtime\uxm31_runtime_fb_full.bas,1\UXMv33\guncel_src\uxm\core\runtime\uxm31_runtime_fb_full.bas,C:\Users\mete\Downloads\1\UXMv33\guncel_src\uxm\core\runtime,.bas,8530,2026-05-10 14:28:46,2026-05-10 22:25:38,170,21,100,0,0,0,28,"#Lang ""fb""",include=21; declare=100; type=0; function=0; sub=0; const=28
C:\Users\mete\Downloads\1\UXMv33\onceki_src\runtime\runtime_meta_dispatch.bas,1\UXMv33\onceki_src\runtime\runtime_meta_dispatch.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\runtime,.bas,15575,2026-05-10 20:34:08,2026-05-11 01:23:50,714,3,0,0,0,8,0,' Auto-split by V3 modularization,include=3; declare=0; type=0; function=0; sub=8; const=0
C:\Users\mete\Downloads\1\UXMv33\onceki_src\runtime\hooks\runtime_hook_dispatch_ext.bas,1\UXMv33\onceki_src\runtime\hooks\runtime_hook_dispatch_ext.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\runtime\hooks,.bas,14038,2026-05-10 20:34:08,2026-05-11 01:23:52,299,0,0,0,9,2,2,#ifndef UXM_RUNTIME_HOOK_DISPATCH_EXT_BAS,include=0; declare=0; type=0; function=9; sub=2; const=2
C:\Users\mete\Downloads\1\UXMv33\onceki_src\runtime\services\runtime_file_services.bas,1\UXMv33\onceki_src\runtime\services\runtime_file_services.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\runtime\services,.bas,11230,2026-05-10 20:34:08,2026-05-11 01:23:50,419,0,0,0,5,18,6,#ifndef UXM_RUNTIME_FILE_SERVICES_BAS,include=0; declare=0; type=0; function=5; sub=18; const=6
C:\Users\mete\Downloads\1\UXMv33\onceki_src\runtime\services\runtime_matrix_services.bas,1\UXMv33\onceki_src\runtime\services\runtime_matrix_services.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\runtime\services,.bas,16974,2026-05-10 20:34:08,2026-05-11 01:23:50,579,0,27,0,12,16,0,' UX-MAT V1 runtime services for uxm31_runtime_fb_full.bas,include=0; declare=27; type=0; function=12; sub=16; const=0
C:\Users\mete\Downloads\1\UXMv33\onceki_src\runtime\services\runtime_statistics_services.bas,1\UXMv33\onceki_src\runtime\services\runtime_statistics_services.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\runtime\services,.bas,20485,2026-05-10 20:34:08,2026-05-11 01:23:52,500,0,0,0,18,5,2,#ifndef UXM_RUNTIME_STATISTICS_SERVICES_BAS,include=0; declare=0; type=0; function=18; sub=5; const=2
C:\Users\mete\Downloads\1\UXMv33\onceki_src\uxm\core\compiler\native\native_cli.bas,1\UXMv33\onceki_src\uxm\core\compiler\native\native_cli.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\uxm\core\compiler\native,.bas,9101,2026-05-10 17:17:20,2026-05-10 22:25:38,255,0,0,0,4,4,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=4; sub=4; const=0
C:\Users\mete\Downloads\1\UXMv33\onceki_src\uxm\core\compiler\native\uxm31_compiler_fb.bas,1\UXMv33\onceki_src\uxm\core\compiler\native\uxm31_compiler_fb.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\uxm\core\compiler\native,.bas,8791,2026-05-10 17:17:20,2026-05-10 22:25:38,210,9,59,0,0,0,75,"#Lang ""fb""",include=9; declare=59; type=0; function=0; sub=0; const=75
C:\Users\mete\Downloads\1\UXMv33\onceki_src\uxm\core\runtime\runtime_memory.bas,1\UXMv33\onceki_src\uxm\core\runtime\runtime_memory.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\uxm\core\runtime,.bas,7924,2026-05-10 17:17:20,2026-05-10 22:25:38,358,0,0,0,19,11,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=19; sub=11; const=0
C:\Users\mete\Downloads\1\UXMv33\onceki_src\uxm\core\runtime\uxm31_runtime_fb_full.bas,1\UXMv33\onceki_src\uxm\core\runtime\uxm31_runtime_fb_full.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\uxm\core\runtime,.bas,8442,2026-05-10 17:17:20,2026-05-10 22:25:38,169,21,100,0,0,0,27,"#Lang ""fb""",include=21; declare=100; type=0; function=0; sub=0; const=27
C:\Users\mete\Downloads\1\UXMv33\onceki_src\v17\uxm__core__runtime__hooks__runtime_hook_dispatch_ext.bas,1\UXMv33\onceki_src\v17\uxm__core__runtime__hooks__runtime_hook_dispatch_ext.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\v17,.bas,262,2026-05-08 16:35:10,2026-05-11 02:27:05,7,0,0,0,1,0,0,#ifndef UXM_RUNTIME_HOOK_DISPATCH_EXT_BAS,include=0; declare=0; type=0; function=1; sub=0; const=0
C:\Users\mete\Downloads\1\UXMv33\onceki_src\v17\uxm__core__runtime__services__runtime_file_services.bas,1\UXMv33\onceki_src\v17\uxm__core__runtime__services__runtime_file_services.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\v17,.bas,11230,2026-05-08 16:35:10,2026-05-11 02:27:04,419,0,0,0,5,18,6,#ifndef UXM_RUNTIME_FILE_SERVICES_BAS,include=0; declare=0; type=0; function=5; sub=18; const=6
C:\Users\mete\Downloads\1\UXMv33\onceki_src\v17\uxm__core__runtime__services__runtime_matrix_services.bas,1\UXMv33\onceki_src\v17\uxm__core__runtime__services__runtime_matrix_services.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\v17,.bas,16974,2026-05-08 16:35:10,2026-05-11 02:27:04,579,0,27,0,12,16,0,' UX-MAT V1 runtime services for uxm31_runtime_fb_full.bas,include=0; declare=27; type=0; function=12; sub=16; const=0
C:\Users\mete\Downloads\1\UXMv33\onceki_src\v17\uxm__core__runtime__services__runtime_statistics_services.bas,1\UXMv33\onceki_src\v17\uxm__core__runtime__services__runtime_statistics_services.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\v17,.bas,12065,2026-05-08 16:36:06,2026-05-11 02:27:04,299,0,0,0,11,4,2,#ifndef UXM_RUNTIME_STATISTICS_SERVICES_BAS,include=0; declare=0; type=0; function=11; sub=4; const=2
C:\Users\mete\Downloads\1\UXMv33\onceki_src\v17\uxm__core__runtime__uxm31_runtime_fb_full.bas,1\UXMv33\onceki_src\v17\uxm__core__runtime__uxm31_runtime_fb_full.bas,C:\Users\mete\Downloads\1\UXMv33\onceki_src\v17,.bas,8442,2026-05-10 02:06:42,2026-05-11 02:27:04,169,21,100,0,0,0,27,"#Lang ""fb""",include=21; declare=100; type=0; function=0; sub=0; const=27
C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\extensions\arge_parse_math_additions.bas,1\UXMv33\uxm\core\compiler\extensions\arge_parse_math_additions.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\extensions,.bas,4900,2026-05-06 21:56:10,2026-05-08 16:35:11,155,0,8,1,3,5,0,' Add these declarations to uxm31_compiler_final.bas,include=0; declare=8; type=1; function=3; sub=5; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\extensions\arge_parse_matrix_additions.bas,1\UXMv33\uxm\core\compiler\extensions\arge_parse_matrix_additions.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\extensions,.bas,5916,2026-05-06 21:56:10,2026-05-08 16:35:11,190,0,6,0,3,3,0,' UX-MAT V1 compiler ARGE additions,include=0; declare=6; type=0; function=3; sub=3; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native\native_addressing.bas,1\UXMv33\uxm\core\compiler\native\native_addressing.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native,.bas,6988,2026-05-08 01:39:28,2026-05-08 16:35:11,176,0,0,0,4,0,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=4; sub=0; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native\native_asm_emit.bas,1\UXMv33\uxm\core\compiler\native\native_asm_emit.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native,.bas,29572,2026-05-08 02:37:18,2026-05-09 00:25:53,741,0,0,0,6,15,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=6; sub=15; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native\native_cli.bas,1\UXMv33\uxm\core\compiler\native\native_cli.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native,.bas,9814,2026-05-10 15:50:40,2026-05-10 22:25:39,272,0,0,0,4,4,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=4; sub=4; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native\native_lexer_parser.bas,1\UXMv33\uxm\core\compiler\native\native_lexer_parser.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native,.bas,11161,2026-05-06 21:56:10,2026-05-08 16:35:11,346,0,0,0,2,7,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=2; sub=7; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native\native_main.bas,1\UXMv33\uxm\core\compiler\native\native_main.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native,.bas,1115,2026-05-09 17:38:24,2026-05-10 02:06:44,39,0,0,0,0,1,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=0; sub=1; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native\native_meta_parse.bas,1\UXMv33\uxm\core\compiler\native\native_meta_parse.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native,.bas,1958,2026-05-08 01:39:28,2026-05-08 16:35:11,56,0,0,0,0,3,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=0; sub=3; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native\native_validation.bas,1\UXMv33\uxm\core\compiler\native\native_validation.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native,.bas,4496,2026-05-06 21:56:10,2026-05-08 16:35:11,146,0,0,0,6,7,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=6; sub=7; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native\uxm31_compiler_fb.bas,1\UXMv33\uxm\core\compiler\native\uxm31_compiler_fb.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\compiler\native,.bas,8807,2026-05-10 13:56:26,2026-05-10 22:25:39,210,9,59,0,0,0,75,"#Lang ""fb""",include=9; declare=59; type=0; function=0; sub=0; const=75
C:\Users\mete\Downloads\1\UXMv33\uxm\core\hooks\hook_parser_ext.bas,1\UXMv33\uxm\core\hooks\hook_parser_ext.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\hooks,.bas,222,2026-05-08 01:39:28,2026-05-08 16:35:11,7,0,0,0,1,0,0,#ifndef UXM_HOOK_PARSER_EXT_BAS,include=0; declare=0; type=0; function=1; sub=0; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\runtime_host.bas,1\UXMv33\uxm\core\runtime\runtime_host.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime,.bas,122,2026-05-08 16:35:10,2026-05-11 02:27:05,3,0,0,0,0,0,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\runtime_io.bas,1\UXMv33\uxm\core\runtime\runtime_io.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime,.bas,5308,2026-05-08 16:35:10,2026-05-11 02:27:05,263,0,0,0,22,10,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=22; sub=10; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\runtime_memory.bas,1\UXMv33\uxm\core\runtime\runtime_memory.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime,.bas,7924,2026-05-08 16:35:10,2026-05-11 02:27:05,358,0,0,0,19,11,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=19; sub=11; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\runtime_meta_dispatch.bas,1\UXMv33\uxm\core\runtime\runtime_meta_dispatch.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime,.bas,15575,2026-05-10 02:06:42,2026-05-11 02:27:05,714,3,0,0,0,8,0,' Auto-split by V3 modularization,include=3; declare=0; type=0; function=0; sub=8; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\runtime_status_flags.bas,1\UXMv33\uxm\core\runtime\runtime_status_flags.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime,.bas,2710,2026-05-08 16:35:10,2026-05-11 02:27:05,99,0,0,0,7,9,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=7; sub=9; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\uxm31_runtime_fb_full.bas,1\UXMv33\uxm\core\runtime\uxm31_runtime_fb_full.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime,.bas,8727,2026-05-10 21:00:26,2026-05-11 02:27:05,174,22,104,0,0,0,27,"#Lang ""fb""",include=22; declare=104; type=0; function=0; sub=0; const=27
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\hooks\runtime_hook_dispatch_ext.bas,1\UXMv33\uxm\core\runtime\hooks\runtime_hook_dispatch_ext.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\hooks,.bas,599,2026-05-10 21:00:26,2026-05-11 02:27:05,23,0,0,0,1,0,0,#ifndef UXM_RUNTIME_HOOK_DISPATCH_EXT_BAS,include=0; declare=0; type=0; function=1; sub=0; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_bio_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_bio_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,9916,2026-05-08 16:35:10,2026-05-11 02:27:05,332,0,0,0,8,13,3,#ifndef UXM_RUNTIME_BIO_SERVICES_BAS,include=0; declare=0; type=0; function=8; sub=13; const=3
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_complex_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_complex_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,6052,2026-05-08 17:16:46,2026-05-11 02:27:05,154,0,0,0,1,5,1,#ifndef UXM_RUNTIME_COMPLEX_SERVICES_BAS,include=0; declare=0; type=0; function=1; sub=5; const=1
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_file_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_file_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,13414,2026-05-10 21:00:26,2026-05-11 02:27:05,471,0,0,0,5,21,6,#ifndef UXM_RUNTIME_FILE_SERVICES_BAS,include=0; declare=0; type=0; function=5; sub=21; const=6
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_fp_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_fp_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,20821,2026-05-08 16:35:10,2026-05-11 02:27:05,745,0,25,0,13,13,0,' UX-FP V1 runtime services for uxm31_runtime_fb_full.bas,include=0; declare=25; type=0; function=13; sub=13; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_linalg_advanced_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_linalg_advanced_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,17010,2026-05-10 07:33:50,2026-05-11 02:27:05,572,0,19,0,10,10,1,' UXM V3.3 Stage-14 Linear Algebra Advanced services,include=0; declare=19; type=0; function=10; sub=10; const=1
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_math_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_math_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,11900,2026-05-08 16:35:10,2026-05-11 02:27:05,371,0,14,0,7,10,0,' UX-MATH V1 runtime services for uxm31_runtime_fb_full.bas,include=0; declare=14; type=0; function=7; sub=10; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_matrix_advanced_tensor_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_matrix_advanced_tensor_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,38222,2026-05-09 00:27:44,2026-05-11 02:27:06,1255,0,42,0,19,24,3,' UXM V3.3 Stage-10 Matrix Advanced + Tensor Basic Services,include=0; declare=42; type=0; function=19; sub=24; const=3
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_matrix_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_matrix_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,19574,2026-05-10 21:01:48,2026-05-11 02:27:06,642,0,27,0,13,18,0,' UX-MAT V1 runtime services for uxm31_runtime_fb_full.bas,include=0; declare=27; type=0; function=13; sub=18; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_ml_data_pipeline_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_ml_data_pipeline_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,19886,2026-05-10 02:19:54,2026-05-11 02:27:06,651,0,31,0,23,9,2,' UXM V3.3 Stage-15 + Stage-16 ML Basic + AI/Data Pipeline services,include=0; declare=31; type=0; function=23; sub=9; const=2
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_numeric_methods_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_numeric_methods_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,10461,2026-05-08 17:16:46,2026-05-11 02:27:06,227,0,0,0,10,2,1,#ifndef UXM_RUNTIME_NUMERIC_METHODS_SERVICES_BAS,include=0; declare=0; type=0; function=10; sub=2; const=1
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_probability_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_probability_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,6720,2026-05-08 17:18:04,2026-05-11 02:27:06,188,0,0,0,6,4,3,#ifndef UXM_RUNTIME_PROBABILITY_SERVICES_BAS,include=0; declare=0; type=0; function=6; sub=4; const=3
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_real_ext_services_v18.bas,1\UXMv33\uxm\core\runtime\services\runtime_real_ext_services_v18.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,16198,2026-05-10 21:00:26,2026-05-11 02:27:06,274,0,0,0,5,5,2,#ifndef UXM_RUNTIME_REAL_EXT_SERVICES_V18_BAS,include=0; declare=0; type=0; function=5; sub=5; const=2
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_sparse_vector_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_sparse_vector_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,17274,2026-05-10 02:06:42,2026-05-11 02:27:06,588,0,30,0,18,13,4,' UXM V3.3 Stage-13 Sparse Matrix + Vector Ops services,include=0; declare=30; type=0; function=18; sub=13; const=4
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_statistics_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_statistics_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,20980,2026-05-10 21:00:26,2026-05-11 02:27:06,457,0,0,0,17,5,2,#ifndef UXM_RUNTIME_STATISTICS_SERVICES_BAS,include=0; declare=0; type=0; function=17; sub=5; const=2
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_stats_numeric_v19.bas,1\UXMv33\uxm\core\runtime\services\runtime_stats_numeric_v19.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,8590,2026-05-10 21:21:52,2026-05-11 01:27:06,231,0,7,0,4,3,0,' UXM V19 - Remaining real statistics / probability / numeric services,include=0; declare=7; type=0; function=4; sub=3; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_string_ext_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_string_ext_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,12094,2026-05-08 16:35:10,2026-05-11 02:27:06,321,0,0,0,5,18,0,#ifndef UXM_RUNTIME_STRING_EXT_SERVICES_BAS,include=0; declare=0; type=0; function=5; sub=18; const=0
C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services\runtime_string_services.bas,1\UXMv33\uxm\core\runtime\services\runtime_string_services.bas,C:\Users\mete\Downloads\1\UXMv33\uxm\core\runtime\services,.bas,15236,2026-05-08 16:35:10,2026-05-11 02:27:06,552,0,0,0,7,24,3,#ifndef UXM_RUNTIME_STRING_SERVICES_BAS,include=0; declare=0; type=0; function=7; sub=24; const=3
C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\extensions\arge_parse_math_additions.bas,1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\extensions\arge_parse_math_additions.bas,C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\extensions,.bas,4900,2026-05-08 18:27:57,2026-05-08 16:35:11,155,0,8,1,3,5,0,' Add these declarations to uxm31_compiler_final.bas,include=0; declare=8; type=1; function=3; sub=5; const=0
C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\extensions\arge_parse_matrix_additions.bas,1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\extensions\arge_parse_matrix_additions.bas,C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\extensions,.bas,5916,2026-05-08 18:27:57,2026-05-08 16:35:11,190,0,6,0,3,3,0,' UX-MAT V1 compiler ARGE additions,include=0; declare=6; type=0; function=3; sub=3; const=0
C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native\native_addressing.bas,1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native\native_addressing.bas,C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native,.bas,6988,2026-05-08 18:27:57,2026-05-08 16:35:11,176,0,0,0,4,0,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=4; sub=0; const=0
C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native\native_asm_emit.bas,1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native\native_asm_emit.bas,C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native,.bas,29575,2026-05-08 18:27:57,2026-05-08 18:24:07,741,0,0,0,6,15,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=6; sub=15; const=0
C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native\native_cli.bas,1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native\native_cli.bas,C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native,.bas,9101,2026-05-08 18:27:57,2026-05-08 16:35:11,255,0,0,0,4,4,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=4; sub=4; const=0
C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native\native_lexer_parser.bas,1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native\native_lexer_parser.bas,C:\Users\mete\Downloads\1\uxm dosyalari\UXM_V33_STAGE10_hotfix1_package\UXM_V33_STAGE10\uxm\core\compiler\native,.bas,11161,2026-05-08 18:27:57,2026-05-08 16:35:11,346,0,0,0,2,7,0,' Auto-split by V3 modularization,include=0; declare=0; type=0; function=2; sub=7; const=0
