full_path,relative_path,folder,extension,size_bytes,created_at,modified_at,line_count,include_count,declare_count,type_count,function_count,sub_count,const_count,first_nonempty,content_info
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\procs\vararg1.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\procs\vararg1.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\procs,.bas,674,2026-04-08 19:27:15,2023-12-24 06:11:44,26,0,0,0,1,0,0,'' examples/manual/procs/vararg1.bas,include=0; declare=0; type=0; function=1; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\procs\vararg2.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\procs\vararg2.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\procs,.bas,1869,2026-04-08 19:27:15,2023-12-24 06:11:44,76,0,0,0,0,1,0,'' examples/manual/procs/vararg2.bas,include=0; declare=0; type=0; function=0; sub=1; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\all_rtti_info.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\all_rtti_info.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,3656,2026-04-08 19:27:15,2023-12-24 06:11:42,107,0,0,3,3,0,0,'' examples/manual/proguide/all_rtti_info.bas,include=0; declare=0; type=3; function=3; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\assignments.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\assignments.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,972,2026-04-08 19:27:16,2023-12-24 06:11:42,32,0,0,0,0,0,0,'' examples/manual/proguide/assignments.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\compare_all_rtti_info.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\compare_all_rtti_info.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,4998,2026-04-08 19:27:16,2023-12-24 06:11:42,140,0,0,3,4,0,0,'' examples/manual/proguide/compare_all_rtti_info.bas,include=0; declare=0; type=3; function=4; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\conditional_compilation.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\conditional_compilation.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,719,2026-04-08 19:27:16,2023-12-24 06:11:42,26,0,0,0,1,0,0,'' examples/manual/proguide/conditional_compilation.bas,include=0; declare=0; type=0; function=1; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\constant_expressions.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\constant_expressions.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,539,2026-04-08 19:27:16,2023-12-24 06:11:42,25,0,0,1,0,0,0,'' examples/manual/proguide/constant_expressions.bas,include=0; declare=0; type=1; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\dates.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\dates.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,534,2026-04-08 19:27:16,2023-12-24 06:11:42,23,1,0,0,0,0,0,'' examples/manual/proguide/dates.bas,include=1; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\dynamicmemory.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\dynamicmemory.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,3852,2026-04-08 19:27:16,2023-12-24 06:11:42,90,0,0,1,0,0,0,'' examples/manual/proguide/dynamicmemory.bas,include=0; declare=0; type=1; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\embed-access-data-in-executable.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\embed-access-data-in-executable.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,885,2026-04-08 19:27:16,2023-12-24 06:11:42,28,0,0,0,0,0,0,'' examples/manual/proguide/embed-access-data-in-executable.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\emulation_polymorphism-animal.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\emulation_polymorphism-animal.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,5092,2026-04-08 19:27:16,2023-12-24 06:11:42,141,0,15,4,2,1,0,'' examples/manual/proguide/emulation_polymorphism-animal.bas,include=0; declare=15; type=4; function=2; sub=1; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\enumerations1.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\enumerations1.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,906,2026-04-08 19:27:16,2023-12-24 06:11:42,48,0,0,0,0,1,0,'' examples/manual/proguide/enumerations1.bas,include=0; declare=0; type=0; function=0; sub=1; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\enumerations2.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\enumerations2.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,1784,2026-04-08 19:27:16,2023-12-24 06:11:42,75,0,4,1,0,1,0,'' examples/manual/proguide/enumerations2.bas,include=0; declare=4; type=1; function=0; sub=1; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\helloworld.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\helloworld.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,242,2026-04-08 19:27:17,2023-12-24 06:11:42,9,0,0,0,0,0,0,'' examples/manual/proguide/helloworld.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\linecontinuation1.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\linecontinuation1.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,354,2026-04-08 19:27:17,2023-12-24 06:11:42,12,0,0,0,0,0,0,'' examples/manual/proguide/linecontinuation1.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\linecontinuation2.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\linecontinuation2.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,728,2026-04-08 19:27:17,2023-12-24 06:11:42,29,0,3,0,0,0,0,'' examples/manual/proguide/linecontinuation2.bas,include=0; declare=3; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\linecontinuation3.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\linecontinuation3.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,592,2026-04-08 19:27:17,2023-12-24 06:11:42,19,0,0,0,0,0,0,'' examples/manual/proguide/linecontinuation3.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\lineseparator.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\lineseparator.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,405,2026-04-08 19:27:17,2023-12-24 06:11:42,11,0,0,0,0,0,0,'' examples/manual/proguide/lineseparator.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\macro.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\macro.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,823,2026-04-08 19:27:18,2023-12-24 06:11:42,28,0,0,0,0,0,0,'' examples/manual/proguide/macro.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\mangled_rtti_info.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\mangled_rtti_info.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,1654,2026-04-08 19:27:18,2023-12-24 06:11:42,51,0,0,3,1,0,0,'' examples/manual/proguide/mangled_rtti_info.bas,include=0; declare=0; type=3; function=1; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\numeric_types.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\numeric_types.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,1382,2026-04-08 19:27:19,2023-12-24 06:11:42,31,0,0,0,0,0,0,'' examples/manual/proguide/numeric_types.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\object-class.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\object-class.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,14543,2026-04-08 19:27:19,2023-12-24 06:11:42,546,0,74,3,2,3,0,'' examples/manual/proguide/object-class.bas,include=0; declare=74; type=3; function=2; sub=3; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\preprocessor.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\preprocessor.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,424,2026-04-08 19:27:20,2023-12-24 06:11:42,19,1,0,0,0,0,0,'' examples/manual/proguide/preprocessor.bas,include=1; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\real_emulation_polymorphism-animal.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\real_emulation_polymorphism-animal.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,7460,2026-04-08 19:27:20,2023-12-24 06:11:42,213,0,27,4,2,1,0,'' examples/manual/proguide/real_emulation_polymorphism-animal.bas,include=0; declare=27; type=4; function=2; sub=1; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\real_polymorphism-animal.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\real_polymorphism-animal.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,3161,2026-04-08 19:27:20,2023-12-24 06:11:42,101,0,12,4,0,0,0,'' examples/manual/proguide/real_polymorphism-animal.bas,include=0; declare=12; type=4; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\rtti_info.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\rtti_info.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,3083,2026-04-08 19:27:21,2023-12-24 06:11:42,89,0,0,3,2,0,0,'' examples/manual/proguide/rtti_info.bas,include=0; declare=0; type=3; function=2; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\sourcefiles.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\sourcefiles.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,463,2026-04-08 19:27:22,2023-12-24 06:11:42,20,0,1,0,0,1,0,'' examples/manual/proguide/sourcefiles.bas,include=0; declare=1; type=0; function=0; sub=1; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\strings_types.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\strings_types.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,1932,2026-04-08 19:27:22,2023-12-24 06:11:42,37,0,0,1,0,0,0,'' examples/manual/proguide/strings_types.bas,include=0; declare=0; type=1; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\strings_types2.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\strings_types2.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,848,2026-04-08 19:27:22,2023-12-24 06:11:42,33,0,0,0,0,0,0,'' examples/manual/proguide/strings_types2.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\variadic_macro.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\variadic_macro.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide,.bas,1076,2026-04-08 19:27:23,2023-12-24 06:11:42,40,0,0,0,0,0,0,'' examples/manual/proguide/variadic_macro.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\array1.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\array1.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,492,2026-04-08 19:27:15,2023-12-24 06:11:44,19,0,0,0,0,0,0,'' examples/manual/proguide/arrays/array1.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\array2.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\array2.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,474,2026-04-08 19:27:15,2023-12-24 06:11:44,16,0,0,0,0,0,0,'' examples/manual/proguide/arrays/array2.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\array3.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\array3.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,506,2026-04-08 19:27:15,2023-12-24 06:11:44,18,0,0,0,0,0,1,'' examples/manual/proguide/arrays/array3.bas,include=0; declare=0; type=0; function=0; sub=0; const=1
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\array4.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\array4.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,342,2026-04-08 19:27:15,2023-12-24 06:11:44,11,0,0,0,0,0,0,'' examples/manual/proguide/arrays/array4.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\array5.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\array5.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,1176,2026-04-08 19:27:15,2023-12-24 06:11:44,55,0,0,1,0,0,0,'' examples/manual/proguide/arrays/array5.bas,include=0; declare=0; type=1; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_bounds.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_bounds.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,623,2026-04-08 19:27:15,2023-12-24 06:11:44,15,0,0,0,0,0,0,'' examples/manual/proguide/arrays/fixedlen_bounds.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_constants.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_constants.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,618,2026-04-08 19:27:15,2023-12-24 06:11:44,18,0,0,0,0,0,2,'' examples/manual/proguide/arrays/fixedlen_constants.bas,include=0; declare=0; type=0; function=0; sub=0; const=2
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_ellipsis2_initializer.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_ellipsis2_initializer.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,429,2026-04-08 19:27:15,2023-12-24 06:11:44,11,0,0,0,0,0,0,'' examples/manual/proguide/arrays/fixedlen_ellipsis2_initializer.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_ellipsis_initializer.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_ellipsis_initializer.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,426,2026-04-08 19:27:15,2023-12-24 06:11:44,11,0,0,0,0,0,0,'' examples/manual/proguide/arrays/fixedlen_ellipsis_initializer.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_initializer.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_initializer.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,395,2026-04-08 19:27:15,2023-12-24 06:11:44,11,0,0,0,0,0,0,'' examples/manual/proguide/arrays/fixedlen_initializer.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_storage.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\fixedlen_storage.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,499,2026-04-08 19:27:15,2023-12-24 06:11:44,14,0,0,0,0,0,0,'' examples/manual/proguide/arrays/fixedlen_storage.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\indexing.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\indexing.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,824,2026-04-08 19:27:16,2023-12-24 06:11:44,42,0,1,0,0,1,0,'' examples/manual/proguide/arrays/indexing.bas,include=0; declare=1; type=0; function=0; sub=1; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\passing.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\passing.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,1100,2026-04-08 19:27:16,2023-12-24 06:11:44,39,0,1,0,0,1,0,'' examples/manual/proguide/arrays/passing.bas,include=0; declare=1; type=0; function=0; sub=1; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\varlen_decl.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\varlen_decl.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,1155,2026-04-08 19:27:16,2023-12-24 06:11:44,29,0,0,0,0,0,0,'' examples/manual/proguide/arrays/varlen_decl.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\varlen_redim.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays\varlen_redim.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\arrays,.bas,504,2026-04-08 19:27:16,2023-12-24 06:11:44,16,0,0,0,0,0,0,'' examples/manual/proguide/arrays/varlen_redim.bas,include=0; declare=0; type=0; function=0; sub=0; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\callback\callback1.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\callback\callback1.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\callback,.bas,780,2026-04-08 19:27:16,2023-12-24 06:11:42,38,0,0,1,3,1,0,'' examples/manual/proguide/callback/callback1.bas,include=0; declare=0; type=1; function=3; sub=1; const=0
C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\callback\callback2.bas,BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\callback\callback2.bas,C:\Users\mete\Downloads\BasicOyunSource\uXBasic_repo\tools\FreeBASIC-1.10.1-win64\examples\manual\proguide\callback,.bas,1341,2026-04-08 19:27:16,2023-12-24 06:11:42,57,1,0,1,4,1,0,'' examples/manual/proguide/callback/callback2.bas,include=1; declare=0; type=1; function=4; sub=1; const=0
